contigIdx	contigIdxMate	AvgCoverage
1435	7240	0.335045
1436	1436	18.2591
1436	6719	0.0667548
1437	1437	33.4702
1437	5390	0.76892
1438	1438	19.1479
1439	1439	10.4433
1440	1440	7.65432
1441	679	0.0480038
1441	1441	10.3831
1442	1442	13.1353
1443	522	0.508671
1443	1443	106.299
1444	1444	14.613
1445	1445	8.06714
1446	1446	6.97292
1446	4207	0.0607702
1447	1447	28.9797
1447	4992	0.0397727
1448	1448	17.2018
1449	1449	8.88944
1450	1450	10.9384
1450	11539	0.251503
1451	1451	97.5298
1451	1682	0.214077
1451	3675	0.176356
1452	1452	18.8071
1453	1453	24.5164
1454	1454	10.7967
1454	3660	0.120992
1454	4546	0.102843
1455	102	0.783191
1455	1455	15.3843
1456	1456	13.7289
1457	1457	9.75747
1458	1458	17.2358
1458	5177	0.0204011
1458	6844	0.00698479
1458	8534	0.00484094
1459	1459	14.0868
1459	5164	0.0325806
1460	1460	80.325
1460	4517	1.23395
1460	7648	0.405918
1461	1461	16.516
1462	1462	24.83
1462	7511	0.243798
1463	1463	12.508
1463	3636	0.182598
1464	1464	17.6182
1464	1465	0.185212
1464	5418	0.187114
1465	1464	0.528942
1465	1465	21.4697
1466	1466	12.7861
1467	1467	11.9902
1468	1468	11.152
1468	2577	0.0567465
1469	1469	11.3136
1470	1470	106.04
1470	3181	0.346646
1470	4215	0.025571
1471	1471	100.159
1471	3318	0.902682
1472	1472	10.2982
1473	1473	22.9212
1473	6608	0.101149
1473	9549	0.0197461
1474	1474	14.159
1475	1475	31.3771
1476	1476	10.0226
1476	9244	0.117787
1477	1477	22.3016
1478	1478	13.7648
1479	1479	25.8055
1479	3376	0.0158907
1480	882	0.440485
1480	1480	44.1472
1481	1481	13.5533
1482	937	0.522323
1482	1181	0.213914
1482	1482	109.9
1482	2925	0.215431
1483	1483	13.2494
1483	4439	0.022271
1483	7648	0.0210163
1484	1484	8.23847
1485	1485	11.6785
1486	1486	12.53
1487	1487	12.581
1488	1488	11.8731
1489	1489	97.2511
1489	9938	0.01284
1490	1490	17.8273
1490	7745	0.15202
1491	1491	17.5046
1492	1492	10.2928
1493	1493	11.9534
1493	6716	0.0292076
1494	1494	23.77
1494	5413	0.302863
1494	10809	0.553993
1495	1495	12.3381
1496	1496	12.2158
1497	1497	31.5748
1497	2843	0.164414
1498	1498	10.2403
1499	243	0.0354651
1499	1499	9.22384
1500	1500	9.72157
1501	835	0.208412
1501	1414	0.306177
1501	1501	78.9951
1501	1892	1.90224
1501	2232	0.188708
1501	3226	0.0598712
1502	1502	29.4818
1502	4064	0.0622304
1502	7305	0.430068
1503	1503	33.2973
1503	4220	0.0275634
1503	4352	0.0741455
1504	46	1.28967
1504	1504	79.7943
1505	1028	0.256997
1505	1505	109.747
1505	5034	0.0508906
1505	11252	0.100509
1506	1506	20.5298
1506	8568	0.151654
1507	1507	11.3112
1508	1508	9.48665
1509	1509	18.7694
1510	1510	17.8599
1511	1181	0.229714
1511	1511	18.1189
1511	4191	0.191238
1512	1512	18.3119
1512	9813	0.0306304
1513	1513	16.8843
1513	1688	0.0799678
1514	1514	28.1368
1514	2133	0.054543
1514	2674	0.0668287
1514	3324	0.162549
1515	1515	11.46
1516	1516	12.7639
1517	1517	11.2568
1518	1518	12.7071
1519	1519	16.0186
1520	1280	0.0491245
1520	1520	14.3648
1521	1521	10.7903
1522	1522	17.9486
1523	1523	16.8445
1524	1524	10.3779
1524	3729	0.0517153
1525	1525	32.126
1525	5198	0.280686
1526	1526	7.66035
1527	408	0.198467
1527	920	0.0559341
1527	1527	32.1405
1528	1528	12.0961
1529	1529	13.7616
1530	699	0.0824879
1530	1530	23.7155
1531	1531	13.4272
1532	1532	11.9222
1533	1533	12.1444
1533	3719	0.0301147
1534	1534	19.836
1534	6918	0.0390585
1535	1535	12.8795
1536	1536	9.89115
1537	1537	14.7909
1537	3210	0.0490585
1538	1538	14.1575
1539	1539	11.0198
1539	8204	0.0626162
1540	72	0.227041
1540	1540	76.4963
1540	9620	0.0567603
1541	1541	10.5565
1541	1808	0.0985273
1542	1542	29.1222
1542	11430	0.422725
1543	1543	37.9569
1543	8617	0.0732614
1544	1544	11.8496
1545	1545	8.16073
1546	1546	12.447
1547	1547	24.6952
1547	4878	0.210063
1547	9228	0.0834382
1548	1548	10.7211
1549	1549	23.0609
1549	7621	0.149579
1550	1550	15.7869
1550	9213	0.0170881
1551	1551	40.6645
1551	3561	0.262262
1552	1552	96.3456
1552	2066	0.0873813
1552	7629	0.3378
1553	1553	11.1672
1554	1092	0.052714
1554	1554	10.5141
1555	1555	23.1221
1555	2614	0.183763
1555	7765	0.381372
1556	1556	21.6614
1556	5174	0.120973
1557	1557	15.9905
1557	10661	0.0874652
1558	1558	13.1999
1559	1559	13.8453
1560	1560	34.1242
1560	6486	0.145943
1561	1561	48.1666
1561	3925	0.0793145
1561	7502	0.137904
1561	7816	0.019729
1562	1562	20.1872
1563	321	0.242252
1563	1563	22.2169
1563	2035	0.0427761
1564	1564	14.4551
1565	1565	19.3412
1565	2809	0.0858718
1566	1566	12.6497
1567	1567	20.9678
1567	8668	0.0436191
1568	1568	14.6961
1569	1569	15.5022
1570	1570	12.9685
1571	1571	29.4554
1571	7360	0.192666
1571	8930	1.67323
1572	1572	17.5059
1572	8197	0.0595519
1573	1192	0.396723
1573	1573	45.1907
1573	7836	0.176763
1574	1574	20.694
1575	1575	15.9052
1575	6853	1.0305
1576	1179	0.164278
1576	1576	14.1323
1577	1577	15.515
1577	3580	0.090175
1578	678	0.442543
1578	1578	97.2556
1579	1579	13.1625
1579	6562	0.0162041
1580	1580	22.5899
1580	3308	0.0671158
1581	764	0.0946522
1581	1581	9.23852
1582	457	0.0822838
1582	1582	23.8018
1583	1583	18.5912
1584	1584	21.8675
1584	7415	0.0311759
1584	10836	0.121654
1585	1585	10.9064
1585	4660	0.0445719
1586	1586	10.5723
1586	4534	0.0574107
1587	1587	14.8058
1587	10573	0.018454
1588	1588	24.0761
1588	5800	0.451322
1589	1589	15.867
1590	1590	10.9181
1591	1591	36.6051
1591	3629	0.664894
1591	8432	0.197473
1592	1592	10.3074
1592	10525	0.126034
1593	1593	11.7593
1593	9441	0.0618812
1594	166	0.00877347
1594	167	0.165029
1594	467	0.0965959
1594	1594	88.112
1595	1595	19.4949
1595	10601	0.0573864
1596	688	0.02547
1596	1596	32.499
1596	3521	0.00857663
1597	1597	13.2177
1598	1598	11.511
1599	1599	30.3473
1599	3545	0.190676
1600	1600	11.7047
1600	1689	0.0530741
1601	1601	14.0909
1602	1602	19.7964
1603	1603	34.1614
1604	1604	16.7829
1604	3507	0.0142795
1605	1605	12.4017
1605	1606	0.0293775
1605	4826	0.0293775
1605	5837	0.11751
1606	1605	0.0290867
1606	1606	32.4029
1606	4826	0.264398
1606	5839	0.176265
1607	1607	12.9773
1607	5036	0.0850027
1608	1608	9.61759
1609	1609	9.48854
1610	1610	26.8194
1610	6325	0.131964
1611	1611	78.5999
1612	1612	8.3121
1613	1613	18.41
1613	5882	0.0416474
1613	6421	0.0925497
1614	1614	11.6769
1615	1615	8.9203
1616	1616	16.9867
1617	1617	12.2047
1618	1618	18.6863
1619	1619	12.8355
1619	8247	0.046476
1620	1620	11.8077
1621	1621	14.9968
1621	9215	0.0204619
1622	1622	8.21105
1623	1623	13.6113
1624	1624	14.2096
1625	1625	11.808
1626	1626	11.1029
1627	1627	8.58162
1628	1628	19.6618
1629	288	0.0247493
1629	1629	21.0954
1629	2428	0.0513221
1629	5312	0.231471
1629	6706	0.0785463
1629	8403	0.0518432
1630	1630	8.67482
1631	1631	28.9876
1631	7633	0.394299
1632	1632	7.02664
1633	1633	13.8707
1633	5027	0.0161989
1634	1634	21.66
1635	1635	13.0183
1636	1199	0.0552424
1636	1636	72.4205
1637	1637	23.9364
1637	6610	0.160924
1638	1638	13.0162
1638	9721	0.0244789
1639	1639	9.8865
1640	1640	78.6256
1640	5773	0.596379
1640	7880	0.009053
1640	9036	0.0198352
1641	1641	10.335
1642	1642	15.7015
1642	1880	0.0167145
1642	7137	0.0524941
1643	1643	22.1879
1643	4591	0.0862069
1644	1644	18.1211
1645	1645	11.6437
1646	1646	12.2251
1647	1647	20.0686
1647	5956	0.0959693
1648	1648	14.1432
1648	10533	0.215129
1649	1649	20.777
1650	1650	11.504
1651	1651	6.94151
1652	510	0.0960533
1652	1652	16.6372
1653	1653	12.7676
1654	1654	19.0003
1654	7044	0.0681013
1655	1655	17.73
1656	1656	18.0536
1657	1657	9.73369
1658	324	0.246785
1658	1658	35.2928
1658	7816	0.177532
1659	1659	15.2201
1659	8100	0.0973025
1660	1660	9.30008
1661	1661	22.523
1662	1662	11.4295
1663	1663	12.2296
1663	5838	0.0504945
1664	838	0.0789474
1664	1664	14.4679
1665	1665	13.251
1665	6155	0.0188891
1666	393	0.335597
1666	1666	20.871
1667	1667	13.3088
1667	2234	0.0212632
1668	1668	23.3894
1668	8573	0.0575311
1669	1669	12.7028
1670	1670	10.4674
1671	1671	15.9841
1672	1672	12.0275
1673	1673	19.4752
1673	3809	0.225494
1674	1674	11.8767
1674	3023	0.0721483
1675	1675	25.7738
1675	8016	0.0114396
1675	9285	0.0114396
1675	10039	0.101257
1676	1676	10.341
1677	1677	10.6431
1678	1402	0.078037
1678	1678	29.771
1678	6637	0.0919818
1678	9757	0.0214535
1679	1679	8.58488
1680	1680	13.7368
1681	1681	85.42
1681	10477	0.185582
1682	1451	0.370903
1682	1682	85.9823
1682	6417	0.485953
1683	1683	9.08783
1684	1684	9.77061
1685	1685	24.6523
1686	1686	10.332
1687	1687	13.1488
1687	8781	0.102082
1688	1513	0.0362976
1688	1688	23.684
1689	1600	0.0373303
1689	1689	12.8156
1690	1690	21.0983
1691	1691	27.1668
1691	3399	0.134533
1692	1692	10.734
1693	1417	0.129987
1693	1693	35.8367
1693	4583	0.0470675
1693	5992	0.261261
1694	1694	12.7031
1694	4658	0.0338019
1695	1695	19.2404
1696	1696	10.2609
1696	7500	0.0420168
1697	1697	29.9304
1697	2761	0.0908959
1697	3374	0.0583297
1698	1698	11.3752
1698	3324	0.166597
1698	5556	0.0407146
1698	11378	0.0419609
1699	1699	28.3754
1699	2507	0.0292109
1699	2598	0.114378
1700	1700	25.8509
1700	2338	0.117893
1701	1701	12.1186
1702	1702	11.3587
1702	10705	0.045565
1703	209	0.452408
1703	946	0.0337505
1703	1703	112.67
1703	4548	0.140311
1704	1704	12.9602
1704	7607	0.107997
1704	9458	0.0263809
1705	1705	10.7451
1706	1706	13.503
1706	4163	0.279188
1707	1707	12.8447
1707	6907	0.0402629
1708	390	0.0926041
1708	1708	18.1022
1709	1709	8.92491
1710	1710	21.7513
1710	5249	0.0219141
1711	1105	0.0596574
1711	1711	17.1648
1711	10684	0.0584761
1712	1712	24.2638
1712	7606	0.162118
1713	1713	33.1415
1713	7547	0.09925
1714	1714	36.1663
1714	1954	0.275287
1714	2148	1.49166
1715	1080	0.362691
1715	1715	16.7321
1715	2792	0.121713
1716	1716	60.5603
1716	5274	0.11441
1717	1717	18
1718	1718	7.70262
1719	1719	23.572
1719	5274	0.061693
1720	1720	10.0407
1721	1721	27.0586
1721	10069	0.0280556
1722	1722	20.6441
1723	1723	16.6158
1724	1724	20.753
1725	1725	9.50641
1725	3570	0.0543014
1726	1726	19.7813
1726	2076	0.210777
1727	1727	13.6078
1727	2777	0.246305
1727	4440	0.0455665
1727	9088	0.18165
1727	11634	0.185345
1728	1728	20.7574
1728	1885	0.114989
1728	10732	0.285469
1729	1729	7.66316
1730	1730	16.4184
1731	1731	11.766
1732	1732	15.201
1732	1737	0.0612245
1733	1733	9.51579
1734	1734	39.7879
1734	1749	0.0589275
1734	5196	0.355333
1735	1230	0.0028865
1735	1735	17.8393
1736	1736	30.5561
1737	1737	20.6173
1738	1738	32.0421
1739	1739	32.78
1739	5330	0.19294
1740	1740	8.98476
1741	1741	13.4184
1742	1742	17.0267
1743	1743	7.24318
1744	1181	0.0345518
1744	1744	94.8022
1744	5686	0.453681
1745	1745	9.42282
1746	1746	12.8088
1746	7503	0.208464
1747	1747	9.94547
1748	1748	10.2131
1749	1734	0.032967
1749	1749	19.8948
1749	5196	0.395937
1749	5239	0.100899
1749	10001	0.134532
1750	1750	20.8653
1751	1185	0.0646438
1751	1751	28.4591
1752	1752	8.99366
1753	1753	23.106
1753	3701	0.0241876
1754	1754	11.4746
1755	1755	13.3136
1755	4965	0.0273898
1756	1756	10.1937
1757	1757	26.9008
1757	4041	0.0685685
1758	1758	10.8211
1759	1759	18.893
1759	11130	0.0211551
1760	1760	28.5629
1761	1761	13.1846
1762	1762	10.3967
1763	1763	13.9636
1764	1764	8.71784
1765	1765	19.7641
1766	1766	14.224
1766	11360	0.0458085
1767	509	0.0166714
1767	1767	18.4563
1767	11665	0.0282566
1768	1768	14.1957
1769	1769	8.42153
1770	1770	10.1212
1770	7067	0.121818
1771	1771	10.8432
1772	1772	10.738
1772	9313	0.0341909
1773	1773	10.5037
1774	1774	19.073
1775	1775	12.1772
1776	1776	9.78307
1777	1777	11.8181
1778	1778	11.4952
1779	1779	14.8856
1780	247	0.0277701
1780	1780	11.7952
1781	1781	12.7492
1782	1782	9.15725
1783	1783	11.6721
1784	1784	16.8162
1784	1980	0.0540396
1785	1785	14.279
1786	1786	16.1057
1787	1254	0.127445
1787	1787	7.83659
1788	1788	10.7985
1789	1789	12.9695
1790	1790	28.3261
1791	1791	11.4908
1792	1792	12.0133
1793	1793	19.3559
1794	1794	131.453
1794	6833	1.13439
1794	11499	0.0490547
1795	1795	29.0637
1795	2340	0.0716466
1795	4603	0.017777
1796	1796	11.4516
1797	1797	11.0455
1798	1798	22.332
1799	1799	26.2811
1799	4048	0.0767923
1799	5354	0.0146786
1799	7577	0.04589
1799	7925	0.0432633
1800	1800	13.5976
1800	9784	0.060119
1801	1801	16.3839
1801	7859	0.0993605
1802	1802	17.4144
1803	1803	12.3773
1804	1804	12.5584
1805	955	0.0893753
1805	1805	87.7971
1806	1806	18.315
1806	3220	0.0181061
1806	9805	0.0363933
1807	1807	17.975
1807	8699	0.123026
1808	1541	0.0817884
1808	1808	11.6911
1809	1809	17.3068
1809	3583	0.0472404
1809	5952	0.141254
1810	1421	0.100101
1810	1810	19.9281
1810	5156	0.0503018
1811	1811	12.9666
1812	1812	18.8874
1813	1813	10.8216
1814	1814	8.27973
1815	1815	17.7411
1816	1816	17.0588
1817	1817	9.22098
1818	1818	16.9811
1818	3059	0.0744858
1818	11258	0.0365018
1819	1819	14.5754
1820	1820	9.21632
1821	1821	12.3316
1822	1822	7.24503
1823	1823	13.6414
1824	1824	11.3307
1825	1825	13.3204
1826	1826	15.8958
1827	1827	16.7263
1828	332	0.0302752
1828	1828	24.9324
1828	4186	0.244343
1829	1829	14.3118
1830	1830	8.09204
1831	1831	9.84043
1832	1832	17.5551
1832	3695	0.0451632
1833	1833	15.6013
1833	2489	0.0320839
1833	6916	0.0320839
1834	1834	21.09
1834	3158	0.0168339
1834	4137	0.0122428
1835	1835	11.6179
1835	10750	0.0559058
1836	1836	12.9944
1837	1837	11.1397
1838	1838	17.7039
1838	4740	0.0629921
1839	1839	18.0117
1840	1048	1.05209
1840	1840	80.2653
1840	3870	0.0542594
1841	1841	8.64595
1842	1842	9.16779
1843	1843	20.0585
1843	6790	0.21856
1844	1844	9.08747
1845	1845	10.8534
1846	1846	100.422
1846	7240	0.0702045
1847	1847	18.9817
1848	1848	8.00655
1848	9951	0.0648755
1849	1849	30.4354
1849	3869	0.108548
1849	6590	0.061174
1849	11005	0.0205973
1850	1850	88.3848
1851	1851	12.4704
1852	1852	28.1518
1852	9772	0.39868
1853	1853	15.0095
1853	5712	0.0916897
1853	8951	0.0613309
1854	1854	10.7731
1855	1855	26.7575
1855	4791	0.251253
1856	762	0.0185362
1856	1856	22.5947
1857	1857	9.27907
1857	8190	0.0930233
1858	1858	24.7488
1859	1859	10.8433
1859	2156	0.0545651
1860	1860	11.1423
1861	1861	9.52013
1861	7178	0.0320786
1862	1862	12.2779
1863	1863	24.9293
1863	3171	0.0318537
1863	8619	0.0635496
1864	1864	28.7611
1864	4604	0.347665
1865	1865	22.9345
1866	538	0.482487
1866	1866	34.412
1866	3436	0.440018
1867	1867	43.102
1867	2158	0.086526
1867	2159	0.389582
1868	1868	11.7095
1869	1869	93.3458
1869	3930	0.492931
1869	4139	1.07648
1870	725	0.0501279
1870	1264	0.0501279
1870	1870	13.5662
1870	4072	0.142711
1870	5757	0.0506394
1870	7922	0.087468
1870	9081	0.0501279
1870	11007	0.150384
1871	1871	12.7501
1871	5011	0.0128975
1872	1872	18.858
1872	7851	0.118624
1873	1873	15.1691
1873	8331	0.0154671
1873	11126	0.0153139
1874	165	0.476821
1874	1874	11.8573
1874	6610	0.121011
1874	11440	0.0608067
1875	1875	9.2863
1876	1325	0.0896535
1876	1876	25.0958
1876	4939	0.00807689
1877	1877	9.44337
1878	1700	0.713562
1878	1878	114.915
1878	4904	0.333203
1878	6511	0.0643024
1878	8899	0.13484
1879	1879	10.0678
1880	1642	0.0201816
1880	1880	17.5671
1881	1881	15.0155
1881	5278	0.0254623
1882	1882	13.4797
1882	7284	0.0543657
1883	1883	7.35805
1884	1884	10.1456
1885	1728	0.126749
1885	1885	17.1424
1885	11494	0.0720644
1886	1886	17.8796
1886	5080	0.217417
1887	1887	16.666
1887	8505	0.0583431
1887	11225	0.116978
1888	1888	36.0988
1888	2955	0.0350208
1888	3375	0.208044
1889	1889	7.52056
1890	1890	16.4074
1890	3354	0.233688
1891	1891	15.206
1891	3134	0.245884
1892	1501	1.5091
1892	1892	61.6396
1893	1893	11.0485
1894	1894	35.8781
1894	5589	0.0262318
1895	1895	15.046
1895	4709	0.0377074
1896	471	0.00867128
1896	1896	31.6138
1896	2238	0.0656915
1896	4305	0.0262766
1896	11184	0.00639397
1897	1897	16.9723
1898	1898	11.5285
1899	1899	9.92229
1900	1900	29.066
1900	3215	0.294541
1901	1901	23.9135
1902	1902	14.3182
1903	1903	21.0108
1903	9558	0.0285632
1903	11196	0.0142098
1904	1904	13.2551
1904	11429	0.0606242
1905	1905	13.2856
1906	1906	8.4862
1907	1907	12.451
1907	9276	0.0772576
1908	1908	8.18754
1909	1909	10.1138
1910	1910	16.2373
1911	42	0.0545651
1911	1911	14.6786
1911	3611	0.157753
1912	1912	10.1047
1913	1913	18.5024
1914	1914	9.36937
1915	1915	12.7631
1916	1916	25.5708
1916	11114	0.0599228
1917	1917	9.17999
1918	1918	22.721
1918	3513	0.245986
1919	1919	41.0865
1919	9791	0.174919
1919	10721	0.453031
1920	330	0.473319
1920	1920	27.9232
1920	6829	0.372999
1921	535	0.0463048
1921	1921	26.1641
1921	8162	0.059491
1922	1922	10.0619
1923	1923	8.99276
1924	1924	22.0477
1925	1925	9.06699
1926	1926	20.3224
1927	1927	10.6126
1928	1928	12.6622
1929	1929	7.37229
1930	1930	16.7178
1930	6606	0.0510725
1931	1931	10.4627
1931	3199	0.044849
1932	1932	11.8765
1933	1933	14.947
1933	11547	0.0115103
1934	1934	13.224
1934	11176	0.0162668
1935	1935	20.6977
1935	5328	0.272974
1936	1936	11.8707
1937	1937	10.4859
1938	1938	8.43171
1939	1939	9.62244
1940	1940	13.388
1940	3774	0.0762195
1940	5322	0.0381098
1941	1941	34.7172
1941	4919	0.32522
1942	1942	10.7116
1943	1943	12.7523
1944	1944	16.1953
1944	3491	0.024
1944	10482	0.137931
1945	1945	24.1563
1945	6265	0.0402943
1945	8187	0.00599371
1946	1946	11.8244
1947	1947	14.0138
1948	1948	21.4655
1948	3074	0.0767327
1949	1949	10.5736
1949	2666	0.0353665
1950	1950	19.2337
1951	1951	15.6334
1951	4033	0.0287274
1952	1952	37.2693
1952	4118	0.0373444
1953	1953	12.1567
1954	1954	35.4126
1954	2965	0.0522748
1954	4743	0.18055
1955	1352	0.0560224
1955	1955	31.0039
1955	4590	0.339496
1955	5059	0.110924
1956	1956	32.5424
1956	3545	0.233868
1957	1957	12.2685
1958	1958	19.9407
1959	1959	11.1724
1960	1960	21.7777
1961	1961	11.69
1962	1962	9.26745
1962	8640	0.0574429
1963	1963	19.2049
1964	1964	21.6686
1964	11526	0.0258727
1965	1965	66.0078
1965	3309	0.395314
1965	5872	0.0130342
1966	1966	12.4888
1967	1967	19.0414
1968	1968	11.6533
1968	7127	0.0367979
1969	1969	34.2261
1969	7412	0.223543
1969	10014	0.360193
1970	1970	11.1794
1971	1971	8.25885
1972	1972	13.5406
1972	8780	0.0493766
1973	1973	11.6841
1974	1974	11.2744
1975	1975	9.02269
1976	1976	13.6259
1977	1977	13.9243
1978	1978	11.7163
1979	1979	38.0144
1979	11264	0.0105789
1980	1784	0.0780449
1980	1980	18.1994
1980	2744	0.0390225
1981	1981	14.449
1982	1982	9.65704
1983	769	0.00990928
1983	1983	18.7527
1983	7745	0.0414515
1984	1458	0.0502538
1984	1984	11.535
1984	9015	0.0994924
1985	1985	11.2097
1985	7192	0.0311056
1986	1986	9.90883
1987	1987	12.452
1988	1988	9.17513
1989	1989	9.64475
1990	1990	14.9634
1990	10927	0.0241511
1991	1991	13.2591
1991	6767	0.0304676
1992	1992	10.2976
1993	1993	18.7975
1994	1994	10.3988
1995	1995	9.38872
1996	1996	11.4401
1997	1997	14.1586
1997	5404	0.0275655
1998	1998	9.81719
1999	1106	0.0287954
1999	1999	26.8212
2000	2000	13.4251
2001	2001	15.8923
2002	2002	23.9566
2002	2402	0.00096793
2002	11070	0.00198524
2002	11555	0.00099756
2003	2003	9.79317
2004	2004	10.3166
2004	10010	0.0108616
2005	2005	8.63312
2006	2006	13.3196
2007	2007	14.256
2008	2008	16.8181
2008	5285	0.112032
2009	2009	10.5994
2009	7723	0.0965944
2010	2010	16.3548
2011	2011	12.8307
2011	4324	0.036859
2012	2012	8.14621
2013	2013	13.783
2014	2014	11.5342
2015	2015	10.2813
2016	763	0.0751956
2016	2016	117.563
2016	8521	0.58081
2016	10383	0.484519
2017	2017	33.5431
2017	8529	0.324966
2017	11014	0.456869
2018	2018	21.7752
2018	5515	0.0390595
2018	7125	0.0765643
2019	2019	7.84302
2020	2020	12.2468
2020	2267	0.104756
2021	2021	17.561
2022	1042	0.0255842
2022	2022	25.7411
2022	4935	0.0205292
2023	2023	16.4425
2023	5656	0.150148
2024	2024	9.23707
2025	2025	12.5177
2026	989	0.0450402
2026	2026	12.4
2027	2027	12.5838
2027	2734	0.0342536
2028	2028	24.1552
2029	2029	8.98187
2029	8072	0.0446705
2030	2030	15.5753
2030	5055	0.238621
2031	2031	11.9746
2032	2032	20.6533
2032	9434	0.228775
2033	2033	18.8184
2033	4983	0.182809
2034	180	0.0274853
2034	2034	19.1177
2035	2035	15.3932
2036	2036	6.8329
2037	2037	10.7672
2038	2038	15.4525
2039	2039	9.78938
2040	2040	11.6077
2041	2041	22.8492
2042	2042	16.6605
2043	226	0.133333
2043	2043	22.3779
2043	4684	0.0346847
2044	2044	27.4414
2044	11139	0.102511
2045	2045	12.3598
2046	1384	0.0924802
2046	2046	17.2149
2046	5906	0.185894
2047	2047	10.8469
2047	3415	0.0445523
2048	2048	11.0455
2049	2049	9.37948
2050	2050	16.0115
2050	2176	0.163836
2050	10861	0.323836
2051	2051	13.1793
2051	6526	0.0293008
2052	2052	9.33366
2053	2053	101.133
2053	10694	1.12888
2054	2054	9.2718
2055	1401	0.025893
2055	1947	0.005754
2055	2055	25.3484
2055	4119	0.00284852
2055	9468	0.0342107
2055	11276	0.00558309
2056	2056	12.5135
2057	1258	0.0358029
2057	2057	16.0532
2057	3236	0.0358029
2058	2058	12.6328
2059	2059	10.9141
2060	2060	9.45341
2061	2061	61.8191
2062	2062	13.8439
2062	9830	0.046778
2063	2063	9.79973
2064	2064	27.5857
2064	5280	0.123281
2065	2065	19.643
2066	2066	12.8769
2066	7629	0.0454335
2067	2067	8.28353
2068	2068	15.1239
2068	10502	0.0573864
2069	2069	19.5952
2069	5586	0.11531
2069	6848	1.06467
2070	2070	9.29374
2071	2071	23.4543
2072	2072	16.8167
2072	6329	0.0280269
2073	699	0.615265
2073	2073	45.0452
2073	8853	0.366044
2074	2074	15.5571
2075	2075	11.6087
2075	5684	0.0241522
2075	7648	0.0985606
2075	7704	0.0241522
2076	1726	0.245237
2076	2076	18.6607
2077	1417	0.505491
2077	2077	28.0894
2077	3901	0.0600976
2078	2078	8.7805
2079	2079	8.73916
2080	2080	11.4203
2080	2862	0.0519547
2081	2081	18.4926
2082	2082	11.1554
2082	5010	0.368132
2083	2083	12.5242
2084	2084	11.1108
2085	2085	10.9314
2086	2086	13.4111
2086	10568	0.0982318
2087	2087	14.65
2087	2929	0.04875
2088	1739	0.0210961
2088	2088	33.6705
2088	4002	0.0213136
2088	7621	0.0215311
2089	2089	11.7352
2090	1244	0.16269
2090	2090	8.61605
2091	2091	16.4427
2091	7972	0.0502355
2092	2092	19.9774
2092	4306	0.144416
2092	6248	0.219352
2093	2093	10.885
2094	2094	10.8544
2095	139	0.0311879
2095	2095	33.2498
2095	2519	0.0949241
2096	2096	12.4007
2096	5738	0.0536093
2097	2097	8.71591
2098	2098	10.6503
2099	1062	0.0254881
2099	2099	14.5621
2099	4700	0.0534165
2100	2100	21.5958
2100	10936	0.0211076
2101	2101	34.5173
2101	2132	0.869303
2102	2102	11.6091
2102	9560	0.0644133
2103	2103	13.4971
2103	11070	0.150864
2104	2104	15.2671
2104	8270	0.049505
2105	2105	17.5756
2105	3069	0.382979
2105	5782	0.056551
2106	2106	14.122
2107	2107	17.1505
2107	9881	0.0343628
2107	10665	0.0434972
2108	2108	10.3364
2109	2109	9.20798
2109	8241	0.0647482
2110	1367	0.0555399
2110	2110	16.1176
2110	5873	0.0262193
2111	2111	31.1656
2111	6897	0.0217006
2112	2112	22.6658
2113	2113	14.3029
2113	6566	0.334271
2114	2114	24.3006
2115	2115	19.1593
2116	2116	23.1292
2116	3948	0.042394
2116	5144	0.0154302
2117	1861	0.102452
2117	2117	12.0965
2118	260	0.395833
2118	2118	26.6959
2118	5556	0.227477
2119	2119	13.3161
2120	2120	14.8574
2120	5375	0.0301003
2120	11652	0.0884767
2121	2121	12.2402
2121	2812	0.0324969
2122	2122	10.377
2123	2123	10.5129
2124	2124	17.3698
2124	8271	0.150815
2125	681	0.774985
2125	2125	107.812
2126	2126	12.402
2127	2127	12.5195
2128	2128	12.711
2129	2129	13.1299
2130	2130	12.737
2131	2131	10.0395
2132	2101	0.402881
2132	2132	33.8152
2132	4780	0.0904794
2133	1514	0.063745
2133	2133	30.5401
2133	2674	0.0315538
2133	10389	0.0804781
2134	2134	11.301
2135	2135	10.1924
2136	2136	8.34685
2136	2455	0.050193
2137	2137	12.8192
2138	2138	8.11432
2139	2139	8.87035
2140	353	0.0297716
2140	909	0.0811582
2140	2140	22.0856
2141	594	0.226792
2141	2141	39.873
2141	2143	0.121743
2141	5724	0.0846906
2142	2142	25.7543
2142	3139	0.0301447
2142	3747	0.0238395
2142	5634	0.0176545
2143	594	0.13618
2143	2141	0.19236
2143	2143	14.0647
2144	2144	8.64952
2145	2145	21.8306
2146	2146	12.1353
2147	2147	12.8318
2148	1714	0.667451
2148	2148	45.967
2148	2591	0.138611
2148	5125	0.0294291
2149	2149	14.5286
2149	11486	0.0277473
2150	2150	14.0182
2151	2151	10.6387
2152	2152	10.4199
2153	2153	15.9045
2153	3929	0.0381971
2154	2154	11.2981
2155	2155	15.0906
2156	2156	11.8601
2157	2157	9.60315
2157	8962	0.113547
2158	1867	0.109409
2158	2158	15.2719
2158	2159	0.328228
2159	1867	0.496171
2159	2158	0.272976
2159	2159	30.1586
2160	2160	14.8716
2160	4976	0.183303
2161	2161	12.2344
2162	2162	51.7778
